0.517828	0.698282	0.696567		0.45782	0.772204	0.791517		0.429004	0.757793	0.768228		0.31766	0.830364	0.840195		0.559078	0.655968	0.708019		0.4535	0.774035	0.795438		0.437349	0.7345	0.765811		0.335984	0.809532	0.832277		0.518082	0.698282	0.695842		0.42154	0.786532	0.809802		0.44155	0.737565	0.75955		0.339487	0.806834	0.82741		0.453825	0.888534	0.888059		0.419025	0.913848	0.94337		0.420658	0.904376	0.913097		0.402464	0.92872	0.936373		
0.517841	0.698282	0.696567		0.457823	0.772204	0.791517		0.429022	0.757793	0.768228		0.317666	0.830364	0.840195		0.559103	0.655968	0.708019		0.453509	0.774035	0.795438		0.437365	0.7345	0.765811		0.335995	0.809532	0.832277		0.51812	0.698282	0.695842		0.421549	0.786532	0.809802		0.441595	0.737565	0.75955		0.339493	0.806834	0.82741		0.453842	0.888534	0.888059		0.419039	0.913848	0.94337		0.42075	0.904376	0.913097		0.402483	0.92872	0.936373		
0.517866	0.698282	0.696567		0.457825	0.772204	0.791517		0.429076	0.757793	0.768228		0.317672	0.830364	0.840195		0.559106	0.655968	0.708019		0.453514	0.774035	0.795438		0.437402	0.7345	0.765811		0.336016	0.809532	0.832277		0.518273	0.698282	0.695842		0.421554	0.786532	0.809802		0.441667	0.737565	0.75955		0.339511	0.806834	0.82741		0.454208	0.888534	0.888059		0.41909	0.913848	0.94337		0.420857	0.904376	0.913097		0.402612	0.92872	0.936373		
0.517942	0.698282	0.696567		0.457835	0.772204	0.791517		0.429103	0.757793	0.768228		0.317792	0.830364	0.840195		0.55914	0.655968	0.708019		0.453542	0.774035	0.795438		0.437426	0.7345	0.765811		0.336035	0.809532	0.832277		0.518527	0.698282	0.695842		0.42166	0.786532	0.809802		0.441722	0.737565	0.75955		0.339516	0.806834	0.82741		0.454492	0.888534	0.888059		0.419128	0.913848	0.94337		0.420891	0.904376	0.913097		0.402721	0.92872	0.936373		
0.518133	0.698282	0.696567		0.457854	0.772204	0.791517		0.429239	0.757793	0.768228		0.31781	0.830364	0.840195		0.559185	0.655968	0.708019		0.453582	0.774035	0.795438		0.437457	0.7345	0.765811		0.336059	0.809532	0.832277		0.518603	0.698282	0.695842		0.421678	0.786532	0.809802		0.44184	0.737565	0.75955		0.339636	0.806834	0.82741		0.45504	0.888534	0.888059		0.41921	0.913848	0.94337		0.421706	0.904376	0.913097		0.402786	0.92872	0.936373		
0.518311	0.698282	0.696567		0.457865	0.772204	0.791517		0.42942	0.757793	0.768228		0.317852	0.830364	0.840195		0.559361	0.655968	0.708019		0.453605	0.774035	0.795438		0.437462	0.7345	0.765811		0.336073	0.809532	0.832277		0.518794	0.698282	0.695842		0.421712	0.786532	0.809802		0.441867	0.737565	0.75955		0.339696	0.806834	0.82741		0.456369	0.888534	0.888059		0.419497	0.913848	0.94337		0.422089	0.904376	0.913097		0.403003	0.92872	0.936373		
0.518375	0.698282	0.696567		0.457942	0.772204	0.791517		0.429502	0.757793	0.768228		0.317875	0.830364	0.840195		0.559579	0.655968	0.708019		0.45376	0.774035	0.795438		0.437519	0.7345	0.765811		0.336159	0.809532	0.832277		0.519023	0.698282	0.695842		0.421809	0.786532	0.809802		0.442129	0.737565	0.75955		0.339702	0.806834	0.82741		0.456627	0.888534	0.888059		0.4196	0.913848	0.94337		0.422529	0.904376	0.913097		0.403592	0.92872	0.936373		
0.518514	0.698282	0.696567		0.458093	0.772204	0.791517		0.429611	0.757793	0.768228		0.318121	0.830364	0.840195		0.559663	0.655968	0.708019		0.453919	0.774035	0.795438		0.437598	0.7345	0.765811		0.336196	0.809532	0.832277		0.51915	0.698282	0.695842		0.421834	0.786532	0.809802		0.442329	0.737565	0.75955		0.339809	0.806834	0.82741		0.457619	0.888534	0.888059		0.420929	0.913848	0.94337		0.42271	0.904376	0.913097		0.403798	0.92872	0.936373		
0.518552	0.698282	0.696567		0.458695	0.772204	0.791517		0.4301	0.757793	0.768228		0.318306	0.830364	0.840195		0.559911	0.655968	0.708019		0.453996	0.774035	0.795438		0.437827	0.7345	0.765811		0.336197	0.809532	0.832277		0.5192	0.698282	0.695842		0.421865	0.786532	0.809802		0.44261	0.737565	0.75955		0.339905	0.806834	0.82741		0.457905	0.888534	0.888059		0.421303	0.913848	0.94337		0.422872	0.904376	0.913097		0.403823	0.92872	0.936373		
0.519061	0.698282	0.696567		0.458729	0.772204	0.791517		0.430227	0.757793	0.768228		0.318396	0.830364	0.840195		0.560107	0.655968	0.708019		0.454287	0.774035	0.795438		0.437887	0.7345	0.765811		0.33624	0.809532	0.832277		0.519353	0.698282	0.695842		0.421868	0.786532	0.809802		0.442664	0.737565	0.75955		0.339953	0.806834	0.82741		0.461459	0.888534	0.888059		0.421512	0.913848	0.94337		0.423676	0.904376	0.913097		0.403849	0.92872	0.936373		
