0.48	0.48	0.48		0.330323	0.629677	0.629677		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.438283	0.521717	0.521717		0.321469	0.638687	0.638687		0.325039	0.635209	0.635209		0.234293	0.725306	0.725306		0.48	0.48	0.48		0.330323	0.629677	0.629677		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.48	0.48	0.48		0.330322	0.629677	0.629677		0.344865	0.615135	0.615135		0.251538	0.708461	0.708461		
0.48	0.48	0.48		0.332258	0.629677	0.629677		0.362162	0.615135	0.615135		0.403846	0.708462	0.708462		0.438343	0.521717	0.521717		0.32213	0.638687	0.638687		0.325053	0.635209	0.635209		0.234312	0.725306	0.725306		0.48	0.48	0.48		0.332258	0.629677	0.629677		0.362162	0.615135	0.615135		0.403846	0.708462	0.708462		0.48	0.48	0.48		0.332258	0.629677	0.629677		0.362162	0.615135	0.615135		0.403846	0.708461	0.708461		
0.48	0.48	0.48		0.332903	0.629677	0.629677		0.401081	0.615135	0.615135		0.556154	0.708462	0.708462		0.438382	0.521717	0.521717		0.325564	0.638687	0.638687		0.325134	0.635209	0.635209		0.23437	0.725306	0.725306		0.48	0.48	0.48		0.332903	0.629677	0.629677		0.401081	0.615135	0.615135		0.556154	0.708462	0.708462		0.48	0.48	0.48		0.332903	0.629677	0.629677		0.401081	0.615135	0.615135		0.556154	0.708461	0.708461		
0.48	0.48	0.48		0.341613	0.629677	0.629677		0.465946	0.615135	0.615135		0.708462	0.708462	0.708462		0.438402	0.521717	0.521717		0.330037	0.638687	0.638687		0.325512	0.635209	0.635209		0.234562	0.725306	0.725306		0.48	0.48	0.48		0.341613	0.629677	0.629677		0.465946	0.615135	0.615135		0.708462	0.708462	0.708462		0.48	0.48	0.48		0.341613	0.629677	0.629677		0.465946	0.615135	0.615135		0.708461	0.708461	0.708461		
0.48	0.48	0.48		0.350323	0.629677	0.629677		0.537297	0.615135	0.615135		0.644188	0.708462	0.708462		0.438422	0.521717	0.521717		0.337731	0.638687	0.638687		0.326321	0.635209	0.635209		0.234907	0.725306	0.725306		0.48	0.48	0.48		0.350323	0.629677	0.629677		0.537297	0.615135	0.615135		0.644188	0.708462	0.708462		0.48	0.48	0.48		0.350323	0.629677	0.629677		0.537297	0.615135	0.615135		0.644188	0.708461	0.708461		
0.48	0.48	0.48		0.359032	0.629677	0.629677		0.615135	0.615135	0.615135		0.690489	0.708462	0.708462		0.439141	0.521717	0.521717		0.35041	0.638687	0.638687		0.327657	0.635209	0.635209		0.235522	0.725306	0.725306		0.48	0.48	0.48		0.359032	0.629677	0.629677		0.615135	0.615135	0.615135		0.690489	0.708462	0.708462		0.48	0.48	0.48		0.359032	0.629677	0.629677		0.615135	0.615135	0.615135		0.690489	0.708461	0.708461		
0.48	0.48	0.48		0.367742	0.629677	0.629677		0.438573	0.615135	0.615135		0.353432	0.708462	0.708462		0.440419	0.521717	0.521717		0.365114	0.638687	0.638687		0.329114	0.635209	0.635209		0.23677	0.725306	0.725306		0.48	0.48	0.48		0.367742	0.629677	0.629677		0.438573	0.615135	0.615135		0.353432	0.708462	0.708462		0.48	0.48	0.48		0.367742	0.629677	0.629677		0.438573	0.615135	0.615135		0.353432	0.708461	0.708461		
0.48	0.48	0.48		0.390323	0.629677	0.629677		0.458292	0.615135	0.615135		0.303628	0.708462	0.708462		0.442217	0.521717	0.521717		0.387387	0.638687	0.638687		0.332515	0.635209	0.635209		0.238517	0.725306	0.725306		0.48	0.48	0.48		0.390323	0.629677	0.629677		0.458292	0.615135	0.615135		0.303628	0.708462	0.708462		0.48	0.48	0.48		0.390323	0.629677	0.629677		0.458292	0.615135	0.615135		0.303628	0.708461	0.708461		
0.48	0.48	0.48		0.416129	0.629677	0.629677		0.356437	0.615135	0.615135		0.590423	0.708462	0.708462		0.445092	0.521717	0.521717		0.413138	0.638687	0.638687		0.337804	0.635209	0.635209		0.240514	0.725306	0.725306		0.48	0.48	0.48		0.416129	0.629677	0.629677		0.356437	0.615135	0.615135		0.590423	0.708462	0.708462		0.48	0.48	0.48		0.416129	0.629677	0.629677		0.356437	0.615135	0.615135		0.590423	0.708461	0.708461		
0.48	0.48	0.48		0.450968	0.629677	0.629677		0.563918	0.615135	0.615135		0.576563	0.708462	0.708462		0.449845	0.521717	0.521717		0.45328	0.638687	0.638687		0.351432	0.635209	0.635209		0.244355	0.725306	0.725306		0.48	0.48	0.48		0.450968	0.629677	0.629677		0.563918	0.615135	0.615135		0.576563	0.708462	0.708462		0.48	0.48	0.48		0.450968	0.629677	0.629677		0.563918	0.615135	0.615135		0.576563	0.708461	0.708461		
0.48	0.48	0.48		0.496129	0.629677	0.629677		0.370919	0.615135	0.615135		0.391509	0.708462	0.708462		0.456975	0.521717	0.521717		0.50639	0.638687	0.638687		0.390765	0.635209	0.635209		0.250058	0.725306	0.725306		0.48	0.48	0.48		0.496129	0.629677	0.629677		0.370919	0.615135	0.615135		0.391509	0.708462	0.708462		0.48	0.48	0.48		0.496129	0.629677	0.629677		0.370919	0.615135	0.615135		0.391509	0.708461	0.708461		
0.48	0.48	0.48		0.562903	0.629677	0.629677		0.409773	0.615135	0.615135		0.543208	0.708462	0.708462		0.465122	0.521717	0.521717		0.567665	0.638687	0.638687		0.4573	0.635209	0.635209		0.382666	0.725306	0.725306		0.48	0.48	0.48		0.562903	0.629677	0.629677		0.409773	0.615135	0.615135		0.543208	0.708462	0.708462		0.48	0.48	0.48		0.562903	0.629677	0.629677		0.409773	0.615135	0.615135		0.543208	0.708461	0.708461		
0.48	0.48	0.48		0.629677	0.629677	0.629677		0.397929	0.615135	0.615135		0.4899	0.708462	0.708462		0.479101	0.521717	0.521717		0.638687	0.638687	0.638687		0.53486	0.635209	0.635209		0.537914	0.725306	0.725306		0.48	0.48	0.48		0.629677	0.629677	0.629677		0.397929	0.615135	0.615135		0.4899	0.708462	0.708462		0.48	0.48	0.48		0.629677	0.629677	0.629677		0.397929	0.615135	0.615135		0.4899	0.708461	0.708461		
0.48	0.48	0.48		0.436266	0.629677	0.629677		0.360692	0.615135	0.615135		0.273623	0.708462	0.708462		0.495357	0.521717	0.521717		0.43634	0.638687	0.638687		0.635209	0.635209	0.635209		0.725306	0.725306	0.725306		0.48	0.48	0.48		0.436266	0.629677	0.629677		0.360692	0.615135	0.615135		0.273623	0.708462	0.708462		0.48	0.48	0.48		0.436266	0.629677	0.629677		0.360692	0.615135	0.615135		0.273623	0.708461	0.708461		
0.48	0.48	0.48		0.446857	0.629677	0.629677		0.581276	0.615135	0.615135		0.551889	0.708462	0.708462		0.521717	0.521717	0.521717		0.448543	0.638687	0.638687		0.374167	0.635209	0.635209		0.247651	0.725306	0.725306		0.48	0.48	0.48		0.446857	0.629677	0.629677		0.581276	0.615135	0.615135		0.551889	0.708462	0.708462		0.48	0.48	0.48		0.446857	0.629677	0.629677		0.581276	0.615135	0.615135		0.551889	0.708461	0.708461		
0.48	0.48	0.48		0.382848	0.629677	0.629677		0.548584	0.615135	0.615135		0.687443	0.708462	0.708462		0.438317	0.521717	0.521717		0.380014	0.638687	0.638687		0.386124	0.635209	0.635209		0.249385	0.725306	0.725306		0.48	0.48	0.48		0.382848	0.629677	0.629677		0.548584	0.615135	0.615135		0.687443	0.708462	0.708462		0.48	0.48	0.48		0.382848	0.629677	0.629677		0.548584	0.615135	0.615135		0.687443	0.708461	0.708461		
0.48	0.48	0.48		0.330985	0.629677	0.629677		0.46413	0.615135	0.615135		0.484417	0.708462	0.708462		0.439056	0.521717	0.521717		0.321695	0.638687	0.638687		0.346921	0.635209	0.635209		0.243083	0.725306	0.725306		0.48	0.48	0.48		0.330985	0.629677	0.629677		0.46413	0.615135	0.615135		0.484417	0.708462	0.708462		0.48	0.48	0.48		0.330984	0.629677	0.629677		0.46413	0.615135	0.615135		0.484417	0.708461	0.708461		
0.48	0.48	0.48		0.360992	0.629677	0.629677		0.456995	0.615135	0.615135		0.471928	0.708462	0.708462		0.448272	0.521717	0.521717		0.353718	0.638687	0.638687		0.569179	0.635209	0.635209		0.602002	0.725306	0.725306		0.48	0.48	0.48		0.360992	0.629677	0.629677		0.456995	0.615135	0.615135		0.471928	0.708462	0.708462		0.48	0.48	0.48		0.360992	0.629677	0.629677		0.456995	0.615135	0.615135		0.471928	0.708461	0.708461		
0.48	0.48	0.48		0.571851	0.629677	0.629677		0.435395	0.615135	0.615135		0.469795	0.708462	0.708462		0.438668	0.521717	0.521717		0.577182	0.638687	0.638687		0.405736	0.635209	0.635209		0.279895	0.725306	0.725306		0.48	0.48	0.48		0.571851	0.629677	0.629677		0.435395	0.615135	0.615135		0.469795	0.708462	0.708462		0.48	0.48	0.48		0.571851	0.629677	0.629677		0.435394	0.615135	0.615135		0.469795	0.708461	0.708461		
