0.48	0.48	0.48		0.596463	0.596463	0.596463		0.615135	0.615135	0.615135		0.708462	0.708462	0.708462		0.523241	0.523241	0.523241		0.60758	0.60758	0.60758		0.64033	0.64033	0.64033		0.731605	0.731605	0.731605		0.48	0.48	0.48		0.596463	0.596463	0.596463		0.615135	0.615135	0.615135		0.708462	0.708462	0.708462		0.48	0.48	0.48		0.596462	0.596462	0.596462		0.615135	0.615135	0.615135		0.708461	0.708461	0.708461
0.48	0.48	0.48		0.363537	0.596463	0.596463		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.436759	0.523241	0.523241		0.35239	0.60758	0.60758		0.320292	0.64033	0.64033		0.229753	0.731605	0.731605		0.48	0.48	0.48		0.363537	0.596463	0.596463		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.48	0.48	0.48		0.363537	0.596462	0.596462		0.344865	0.615135	0.615135		0.251538	0.708461	0.708461
0.48	0.48	0.48		0.537687	0.596463	0.596463		0.537297	0.615135	0.615135		0.542308	0.708462	0.708462		0.503794	0.523241	0.523241		0.551525	0.60758	0.60758		0.543545	0.64033	0.64033		0.547212	0.731605	0.731605		0.48	0.48	0.48		0.537687	0.596463	0.596463		0.537297	0.615135	0.615135		0.542308	0.708462	0.708462		0.48	0.48	0.48		0.537687	0.596462	0.596462		0.537297	0.615135	0.615135		0.549231	0.708461	0.708461
0.48	0.48	0.48		0.495782	0.596463	0.596463		0.469189	0.615135	0.615135		0.396923	0.708462	0.708462		0.486403	0.523241	0.523241		0.502259	0.60758	0.60758		0.462905	0.64033	0.64033		0.389442	0.731605	0.731605		0.48	0.48	0.48		0.495782	0.596463	0.596463		0.469189	0.615135	0.615135		0.396923	0.708462	0.708462		0.48	0.48	0.48		0.495782	0.596462	0.596462		0.469189	0.615135	0.615135		0.403846	0.708461	0.708461
0.48	0.48	0.48		0.463401	0.596463	0.596463		0.401081	0.615135	0.615135		0.251538	0.708462	0.708462		0.473261	0.523241	0.523241		0.456592	0.60758	0.60758		0.396392	0.64033	0.64033		0.250599	0.731605	0.731605		0.48	0.48	0.48		0.463401	0.596463	0.596463		0.401081	0.615135	0.615135		0.251538	0.708462	0.708462		0.48	0.48	0.48		0.463401	0.596462	0.596462		0.401081	0.615135	0.615135		0.251538	0.708461	0.708461
0.48	0.48	0.48		0.440272	0.596463	0.596463		0.362162	0.615135	0.615135		0.251538	0.708462	0.708462		0.461245	0.523241	0.523241		0.422189	0.60758	0.60758		0.355197	0.64033	0.64033		0.244613	0.731605	0.731605		0.48	0.48	0.48		0.440272	0.596463	0.596463		0.362162	0.615135	0.615135		0.251538	0.708462	0.708462		0.48	0.48	0.48		0.440272	0.596462	0.596462		0.362162	0.615135	0.615135		0.251538	0.708461	0.708461
0.48	0.48	0.48		0.415782	0.596463	0.596463		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.452391	0.523241	0.523241		0.399468	0.60758	0.60758		0.336743	0.64033	0.64033		0.240052	0.731605	0.731605		0.48	0.48	0.48		0.415782	0.596463	0.596463		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.48	0.48	0.48		0.415782	0.596462	0.596462		0.344865	0.615135	0.615135		0.251538	0.708461	0.708461
0.48	0.48	0.48		0.394014	0.596463	0.596463		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.446304	0.523241	0.523241		0.380418	0.60758	0.60758		0.330761	0.64033	0.64033		0.235919	0.731605	0.731605		0.48	0.48	0.48		0.394014	0.596463	0.596463		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.48	0.48	0.48		0.394013	0.596462	0.596462		0.344865	0.615135	0.615135		0.251538	0.708461	0.708461
0.48	0.48	0.48		0.382041	0.596463	0.596463		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.442273	0.523241	0.523241		0.369548	0.60758	0.60758		0.327088	0.64033	0.64033		0.233297	0.731605	0.731605		0.48	0.48	0.48		0.382041	0.596463	0.596463		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.48	0.48	0.48		0.382041	0.596462	0.596462		0.344865	0.615135	0.615135		0.251538	0.708461	0.708461
0.48	0.48	0.48		0.373061	0.596463	0.596463		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.439704	0.523241	0.523241		0.36245	0.60758	0.60758		0.323857	0.64033	0.64033		0.231586	0.731605	0.731605		0.48	0.48	0.48		0.373061	0.596463	0.596463		0.344865	0.615135	0.615135		0.251538	0.708462	0.708462		0.48	0.48	0.48		0.373061	0.596462	0.596462		0.344865	0.615135	0.615135		0.251538	0.708461	0.708461
