0.383191	0.378822	0.383191			0.426047	0.424622	0.426047			0.423018	0.422009	0.423018			0.456358	0.455538	0.456358			0.392322	0.386021	0.392322			0.437218	0.43427	0.437218			0.430721	0.430026	0.430721			0.464911	0.463796	0.464911			0.383191	0.378822	0.383191			0.43398	0.432327	0.43398			0.424383	0.423908	0.424383			0.459294	0.458517	0.459294			0.383191	0.378822	0.383191			0.43398	0.432327	0.43398			0.431742	0.430911	0.431742			0.458128	0.457265	0.458128			
0.264103	0.378822	0.383191			0.205201	0.424622	0.426047			0.194979	0.422009	0.423018			0.144997	0.455538	0.456358			0.265007	0.386021	0.392322			0.205997	0.43427	0.437218			0.198592	0.430026	0.430721			0.136993	0.463796	0.464911			0.263913	0.378822	0.383191			0.198234	0.432327	0.43398			0.19765	0.423908	0.424383			0.13632	0.458517	0.459294			0.263913	0.378822	0.383191			0.198234	0.432327	0.43398			0.190942	0.430911	0.431742			0.140033	0.457265	0.458128			
0.342165	0.378822	0.383191			0.346733	0.424622	0.426047			0.325083	0.422009	0.423018			0.291462	0.455538	0.456358			0.348142	0.386021	0.392322			0.349901	0.43427	0.437218			0.320448	0.430026	0.430721			0.279555	0.463796	0.464911			0.337037	0.378822	0.383191			0.371056	0.432327	0.43398			0.316595	0.423908	0.424383			0.279461	0.458517	0.459294			0.337037	0.378822	0.383191			0.371056	0.432327	0.43398			0.328229	0.430911	0.431742			0.288526	0.457265	0.458128			
0.295157	0.378822	0.383191			0.289391	0.424622	0.426047			0.249347	0.422009	0.423018			0.165372	0.455538	0.456358			0.311817	0.386021	0.392322			0.317703	0.43427	0.437218			0.251699	0.430026	0.430721			0.152951	0.463796	0.464911			0.297721	0.378822	0.383191			0.316222	0.432327	0.43398			0.250653	0.423908	0.424383			0.152594	0.458517	0.459294			0.297721	0.378822	0.383191			0.316222	0.432327	0.43398			0.244658	0.430911	0.431742			0.158379	0.457265	0.458128			
0.278443	0.378822	0.383191			0.261577	0.424622	0.426047			0.216643	0.422009	0.423018			0.154753	0.455538	0.456358			0.301403	0.386021	0.392322			0.268121	0.43427	0.437218			0.226348	0.430026	0.430721			0.148434	0.463796	0.464911			0.283286	0.378822	0.383191			0.265098	0.432327	0.43398			0.22798	0.423908	0.424383			0.146508	0.458517	0.459294			0.283286	0.378822	0.383191			0.265098	0.432327	0.43398			0.222281	0.430911	0.431742			0.15281	0.457265	0.458128			
0.273789	0.378822	0.383191			0.238012	0.424622	0.426047			0.20495	0.422009	0.423018			0.148925	0.455538	0.456358			0.296814	0.386021	0.392322			0.241529	0.43427	0.437218			0.20915	0.430026	0.430721			0.145987	0.463796	0.464911			0.273219	0.378822	0.383191			0.233495	0.432327	0.43398			0.203941	0.423908	0.424383			0.140162	0.458517	0.459294			0.273219	0.378822	0.383191			0.233495	0.432327	0.43398			0.198421	0.430911	0.431742			0.146853	0.457265	0.458128			
0.271795	0.378822	0.383191			0.220701	0.424622	0.426047			0.198302	0.422009	0.423018			0.146551	0.455538	0.456358			0.285394	0.386021	0.392322			0.221156	0.43427	0.437218			0.205575	0.430026	0.430721			0.14139	0.463796	0.464911			0.271225	0.378822	0.383191			0.208434	0.432327	0.43398			0.202101	0.423908	0.424383			0.138651	0.458517	0.459294			0.271225	0.378822	0.383191			0.208434	0.432327	0.43398			0.196284	0.430911	0.431742			0.143529	0.457265	0.458128			
0.268281	0.378822	0.383191			0.210512	0.424622	0.426047			0.195691	0.422009	0.423018			0.146033	0.455538	0.456358			0.285606	0.386021	0.392322			0.211306	0.43427	0.437218			0.201692	0.430026	0.430721			0.140291	0.463796	0.464911			0.27037	0.378822	0.383191			0.199747	0.432327	0.43398			0.199846	0.423908	0.424383			0.137702	0.458517	0.459294			0.27037	0.378822	0.383191			0.199747	0.432327	0.43398			0.193139	0.430911	0.431742			0.142148	0.457265	0.458128			
0.268281	0.378822	0.383191			0.20904	0.424622	0.426047			0.195691	0.422009	0.423018			0.146033	0.455538	0.456358			0.281811	0.386021	0.392322			0.20777	0.43427	0.437218			0.201317	0.430026	0.430721			0.139818	0.463796	0.464911			0.269231	0.378822	0.383191			0.199465	0.432327	0.43398			0.198599	0.423908	0.424383			0.137572	0.458517	0.459294			0.269231	0.378822	0.383191			0.199465	0.432327	0.43398			0.192367	0.430911	0.431742			0.141328	0.457265	0.458128			
0.268281	0.378822	0.383191			0.207156	0.424622	0.426047			0.195691	0.422009	0.423018			0.145774	0.455538	0.456358			0.278704	0.386021	0.392322			0.20777	0.43427	0.437218			0.199574	0.430026	0.430721			0.138093	0.463796	0.464911			0.268376	0.378822	0.383191			0.199465	0.432327	0.43398			0.19854	0.423908	0.424383			0.136407	0.458517	0.459294			0.268376	0.378822	0.383191			0.199465	0.432327	0.43398			0.191833	0.430911	0.431742			0.140767	0.457265	0.458128			
